request_id,therapist_id,session_id,request_date,converted
r_000582,t_0183,s_004003,2024-12-31,true
r_000583,t_0183,s_004006,2024-12-31,false
r_000584,t_0183,s_004017,2024-12-31,true
r_000585,t_0184,s_004024,2024-02-29,false
r_000586,t_0184,s_004025,2024-02-11,false
r_000587,t_0184,s_004033,2024-03-19,false
r_000588,t_0185,s_004039,2024-09-23,true
r_000589,t_0185,s_004043,2024-10-09,false
r_000590,t_0185,s_004056,2024-09-15,false
r_000591,t_0186,s_004064,2024-07-29,false
r_000592,t_0187,s_004080,2024-05-22,false
r_000593,t_0187,s_004081,2024-05-16,true
r_000594,t_0187,s_004094,2024-06-22,true
r_000595,t_0188,s_004103,2024-12-31,false
r_000596,t_0188,s_004106,2024-12-31,true
r_000597,t_0188,s_004107,2024-12-31,true
r_000598,t_0189,s_004127,2024-10-30,true
r_000599,t_0189,s_004138,2024-09-08,true
r_000600,t_0190,s_004158,2024-12-25,true
r_000601,t_0191,s_004169,2024-03-10,false
r_000602,t_0191,s_004173,2024-03-22,true
r_000603,t_0191,s_004179,2024-02-23,true
r_000604,t_0191,s_004181,2024-03-11,true
r_000605,t_0191,s_004182,2024-03-26,false
r_000606,t_0191,s_004185,2024-04-12,true
r_000607,t_0191,s_004188,2024-03-31,true
r_000608,t_0191,s_004190,2024-04-04,true
r_000609,t_0192,s_004199,2024-12-31,true
r_000610,t_0192,s_004201,2024-12-31,true
r_000611,t_0192,s_004203,2024-12-27,true
r_000612,t_0192,s_004206,2024-12-31,true
r_000613,t_0192,s_004208,2024-12-31,true
r_000614,t_0192,s_004210,2024-12-31,false
r_000615,t_0192,s_004211,2024-12-31,false
r_000616,t_0192,s_004212,2024-12-31,true
r_000617,t_0192,s_004213,2024-12-31,false
r_000618,t_0192,s_004222,2024-12-24,true
r_000619,t_0193,s_004230,2024-06-25,true
r_000620,t_0193,s_004236,2024-07-25,true
r_000621,t_0193,s_004239,2024-07-14,false
r_000622,t_0193,s_004242,2024-06-13,false
r_000623,t_0193,s_004245,2024-07-21,true
r_000624,t_0193,s_004250,2024-06-23,false
r_000625,t_0193,s_004251,2024-06-24,true
r_000626,t_0194,s_004252,2024-10-21,true
r_000627,t_0194,s_004253,2024-11-28,true
r_000628,t_0194,s_004260,2024-12-01,true
r_000629,t_0194,s_004266,2024-11-13,false
r_000630,t_0194,s_004267,2024-11-17,true
r_000631,t_0194,s_004269,2024-11-26,false
r_000632,t_0194,s_004271,2024-12-13,true
r_000633,t_0194,s_004273,2024-10-26,true
r_000634,t_0195,s_004288,2024-08-20,false
r_000635,t_0195,s_004290,2024-08-30,true
r_000636,t_0195,s_004291,2024-07-20,true
r_000637,t_0195,s_004294,2024-08-23,false
r_000638,t_0195,s_004295,2024-09-02,false
r_000639,t_0195,s_004296,2024-08-03,true
r_000640,t_0196,s_004305,2024-09-24,true
r_000641,t_0197,s_004321,2024-09-15,true
r_000642,t_0197,s_004332,2024-09-10,false
r_000643,t_0198,s_004336,2024-08-24,false
r_000644,t_0198,s_004338,2024-06-27,true
r_000645,t_0198,s_004340,2024-07-18,true
r_000646,t_0199,s_004350,2024-09-10,false
r_000647,t_0199,s_004352,2024-10-07,true
r_000648,t_0199,s_004354,2024-09-11,true
r_000649,t_0199,s_004355,2024-09-22,true
r_000650,t_0199,s_004358,2024-10-04,true
r_000651,t_0199,s_004360,2024-10-17,false
r_000652,t_0199,s_004361,2024-09-18,true
r_000653,t_0199,s_004364,2024-10-13,true
r_000654,t_0199,s_004367,2024-09-06,true
r_000655,t_0200,s_004373,2024-04-13,true
r_000656,t_0200,s_004387,2024-03-26,false
r_000657,t_0201,s_004393,2024-12-31,true
r_000658,t_0201,s_004405,2024-12-31,true
r_000659,t_0202,s_004414,2024-11-02,true
r_000660,t_0202,s_004415,2024-11-12,true
r_000661,t_0202,s_004418,2024-11-02,true
r_000662,t_0202,s_004422,2024-11-05,false
r_000663,t_0202,s_004433,2024-10-23,true
r_000664,t_0203,s_004440,2024-10-09,true
r_000665,t_0203,s_004448,2024-11-01,true
r_000666,t_0203,s_004451,2024-09-13,true
r_000667,t_0203,s_004458,2024-10-24,false
r_000668,t_0204,s_004467,2024-07-13,true
r_000669,t_0205,s_004483,2024-12-31,true
r_000670,t_0205,s_004489,2024-12-28,true
r_000671,t_0205,s_004495,2024-12-11,true
r_000672,t_0206,s_004509,2024-12-31,false
r_000673,t_0206,s_004513,2024-12-31,true
r_000674,t_0206,s_004520,2024-12-31,false
r_000675,t_0207,s_004527,2024-03-13,false
r_000676,t_0207,s_004528,2024-04-08,true
r_000677,t_0207,s_004533,2024-03-09,true
r_000678,t_0208,s_004547,2024-03-18,false
r_000679,t_0208,s_004554,2024-03-22,true
r_000680,t_0208,s_004561,2024-05-05,false
r_000681,t_0209,s_004562,2024-06-28,false
r_000682,t_0209,s_004565,2024-07-10,false
r_000683,t_0209,s_004573,2024-05-29,true
r_000684,t_0210,s_004583,2024-07-17,true
r_000685,t_0210,s_004589,2024-06-11,true
r_000686,t_0210,s_004605,2024-06-21,false
r_000687,t_0210,s_004613,2024-07-15,false
r_000688,t_0211,s_004618,2024-03-29,true
r_000689,t_0211,s_004620,2024-02-21,false
r_000690,t_0211,s_004627,2024-03-19,true
r_000691,t_0211,s_004634,2024-03-20,true
r_000692,t_0211,s_004635,2024-03-07,true
r_000693,t_0212,s_004646,2024-12-09,false
r_000694,t_0212,s_004661,2024-11-28,true
r_000695,t_0212,s_004665,2024-10-19,false
r_000696,t_0213,s_004670,2024-03-24,true
r_000697,t_0213,s_004671,2024-03-18,true
r_000698,t_0213,s_004672,2024-03-30,true
r_000699,t_0214,s_004681,2024-12-04,false
r_000700,t_0214,s_004682,2024-12-06,true
r_000701,t_0214,s_004689,2024-12-12,false
r_000702,t_0214,s_004690,2024-12-31,true
r_000703,t_0217,s_004725,2024-04-11,false
r_000704,t_0217,s_004732,2024-03-31,true
r_000705,t_0218,s_004738,2024-03-31,true
r_000706,t_0219,s_004760,2024-08-02,true
r_000707,t_0219,s_004762,2024-08-20,true
r_000708,t_0219,s_004765,2024-07-16,true
r_000709,t_0219,s_004767,2024-08-07,false
r_000710,t_0219,s_004768,2024-08-26,false
r_000711,t_0219,s_004769,2024-07-20,false
r_000712,t_0219,s_004776,2024-09-07,false
r_000713,t_0219,s_004780,2024-08-28,true
r_000714,t_0220,s_004801,2024-04-05,true
r_000715,t_0220,s_004802,2024-04-19,false
r_000716,t_0220,s_004807,2024-04-15,true
r_000717,t_0220,s_004808,2024-03-25,true
r_000718,t_0220,s_004810,2024-04-01,false
r_000719,t_0221,s_004826,2024-07-01,true
r_000720,t_0221,s_004832,2024-07-14,true
r_000721,t_0222,s_004841,2024-05-30,false
r_000722,t_0222,s_004843,2024-05-02,true
r_000723,t_0222,s_004844,2024-06-27,false
r_000724,t_0222,s_004848,2024-05-19,true
r_000725,t_0222,s_004852,2024-05-12,true
r_000726,t_0222,s_004860,2024-05-16,true
r_000727,t_0223,s_004867,2024-12-11,true
r_000728,t_0223,s_004874,2024-12-31,false
r_000729,t_0223,s_004879,2024-12-31,true
r_000730,t_0224,s_004903,2024-09-05,true
r_000731,t_0225,s_004931,2024-03-07,true
r_000732,t_0226,s_004934,2024-05-13,true
r_000733,t_0226,s_004946,2024-06-05,true
r_000734,t_0227,s_004948,2024-06-19,true
r_000735,t_0227,s_004949,2024-05-27,false
r_000736,t_0227,s_004952,2024-06-10,true
r_000737,t_0227,s_004953,2024-06-13,true
r_000738,t_0227,s_004956,2024-05-15,true
r_000739,t_0227,s_004959,2024-05-09,true
r_000740,t_0227,s_004963,2024-06-19,true
r_000741,t_0227,s_004964,2024-06-10,false
r_000742,t_0228,s_004987,2024-05-01,false
r_000743,t_0228,s_004991,2024-04-02,false
r_000744,t_0228,s_004998,2024-04-15,true
r_000745,t_0229,s_005015,2024-02-01,false
r_000746,t_0230,s_005021,2024-03-03,false
r_000747,t_0230,s_005033,2024-02-26,true
r_000748,t_0231,s_005039,2024-02-21,false
r_000749,t_0231,s_005040,2024-02-06,true
r_000750,t_0231,s_005044,2024-03-12,true
r_000751,t_0231,s_005046,2024-02-22,true
r_000752,t_0231,s_005058,2024-02-27,true
r_000753,t_0232,s_005072,2024-09-09,true
r_000754,t_0232,s_005073,2024-09-10,false
r_000755,t_0232,s_005077,2024-10-01,true
r_000756,t_0232,s_005083,2024-10-05,true
r_000757,t_0232,s_005091,2024-10-10,false
r_000758,t_0233,s_005101,2024-12-11,true
r_000759,t_0233,s_005106,2024-12-17,false
r_000760,t_0233,s_005113,2024-12-12,false
r_000761,t_0233,s_005116,2024-12-31,true
r_000762,t_0233,s_005121,2024-12-31,false
r_000763,t_0233,s_005125,2024-12-31,true
r_000764,t_0233,s_005126,2024-12-06,true
r_000765,t_0234,s_005147,2024-10-25,false
r_000766,t_0235,s_005152,2024-10-06,true
r_000767,t_0235,s_005157,2024-09-27,true
r_000768,t_0235,s_005163,2024-09-07,true
r_000769,t_0236,s_005185,2024-03-27,true
r_000770,t_0236,s_005194,2024-04-06,true
r_000771,t_0237,s_005201,2024-08-03,false
r_000772,t_0237,s_005209,2024-08-23,false
r_000773,t_0238,s_005227,2024-09-21,true
r_000774,t_0238,s_005231,2024-09-21,false
r_000775,t_0239,s_005233,2024-05-24,false
r_000776,t_0239,s_005234,2024-06-12,true
r_000777,t_0239,s_005239,2024-06-15,true
r_000778,t_0239,s_005244,2024-06-09,true
r_000779,t_0239,s_005245,2024-05-29,true
r_000780,t_0239,s_005249,2024-06-14,true
r_000781,t_0239,s_005250,2024-05-29,true
r_000782,t_0239,s_005251,2024-05-29,false
r_000783,t_0239,s_005256,2024-06-18,true
r_000784,t_0239,s_005265,2024-05-29,true
r_000785,t_0239,s_005266,2024-04-22,true
r_000786,t_0239,s_005267,2024-05-07,true
r_000787,t_0240,s_005270,2024-09-27,false
r_000788,t_0240,s_005272,2024-10-03,true
r_000789,t_0240,s_005278,2024-09-05,true
r_000790,t_0240,s_005282,2024-10-11,true
r_000791,t_0240,s_005289,2024-08-30,false
r_000792,t_0240,s_005290,2024-09-09,false
r_000793,t_0241,s_005295,2024-12-09,true
r_000794,t_0241,s_005296,2024-12-31,true
r_000795,t_0241,s_005298,2024-12-31,true
r_000796,t_0242,s_005315,2024-02-21,false
r_000797,t_0243,s_005325,2024-10-12,false
r_000798,t_0243,s_005337,2024-11-03,true
r_000799,t_0244,s_005341,2024-03-13,true
r_000800,t_0244,s_005343,2024-04-22,true
r_000801,t_0244,s_005353,2024-05-03,true
r_000802,t_0244,s_005355,2024-03-30,false
r_000803,t_0245,s_005362,2024-02-26,false
r_000804,t_0245,s_005379,2024-03-15,false
r_000805,t_0246,s_005389,2024-11-04,true
r_000806,t_0246,s_005392,2024-10-23,false
r_000807,t_0246,s_005405,2024-10-02,false
r_000808,t_0247,s_005434,2024-08-23,true
r_000809,t_0247,s_005440,2024-08-02,false
r_000810,t_0247,s_005441,2024-08-20,false
r_000811,t_0248,s_005448,2024-10-02,false
r_000812,t_0248,s_005457,2024-08-15,true
r_000813,t_0249,s_005477,2024-12-11,true
r_000814,t_0249,s_005483,2024-12-31,true
r_000815,t_0250,s_005501,2024-07-14,true
r_000816,t_0250,s_005506,2024-07-18,true
r_000817,t_0251,s_005518,2024-05-26,true
r_000818,t_0251,s_005523,2024-05-26,true
r_000819,t_0252,s_005537,2024-12-04,false
r_000820,t_0253,s_005553,2024-09-18,true
r_000821,t_0253,s_005559,2024-09-12,true
r_000822,t_0253,s_005560,2024-09-21,true
r_000823,t_0253,s_005563,2024-09-14,true
r_000824,t_0253,s_005566,2024-09-20,true
r_000825,t_0254,s_005568,2024-11-09,true
r_000826,t_0254,s_005573,2024-10-20,true
r_000827,t_0254,s_005579,2024-11-12,false
r_000828,t_0255,s_005587,2024-12-31,true
r_000829,t_0255,s_005588,2024-11-21,false
r_000830,t_0255,s_005601,2024-11-13,true
r_000831,t_0255,s_005606,2024-11-25,true
r_000832,t_0255,s_005612,2024-12-31,true
r_000833,t_0256,s_005617,2024-10-20,true
r_000834,t_0256,s_005622,2024-10-20,false
r_000835,t_0256,s_005624,2024-09-14,true
r_000836,t_0256,s_005626,2024-10-21,true
r_000837,t_0256,s_005628,2024-10-07,true
r_000838,t_0257,s_005636,2024-04-28,true
r_000839,t_0257,s_005637,2024-03-29,true
r_000840,t_0257,s_005640,2024-04-04,true
r_000841,t_0257,s_005642,2024-04-14,true
r_000842,t_0257,s_005643,2024-04-02,false
r_000843,t_0257,s_005649,2024-03-21,true
r_000844,t_0257,s_005650,2024-04-04,false
r_000845,t_0257,s_005654,2024-03-22,true
r_000846,t_0257,s_005656,2024-04-15,true
r_000847,t_0258,s_005659,2024-12-11,true
r_000848,t_0258,s_005662,2024-12-23,true
r_000849,t_0258,s_005663,2024-12-31,false
r_000850,t_0258,s_005681,2024-12-31,false
r_000851,t_0259,s_005695,2024-04-28,true
r_000852,t_0260,s_005701,2024-06-21,true
r_000853,t_0260,s_005702,2024-06-08,false
r_000854,t_0260,s_005710,2024-07-26,true
r_000855,t_0260,s_005715,2024-06-30,false
r_000856,t_0260,s_005717,2024-07-06,true
r_000857,t_0260,s_005719,2024-07-27,true
r_000858,t_0260,s_005725,2024-06-12,true
r_000859,t_0260,s_005726,2024-06-07,true
r_000860,t_0261,s_005731,2024-09-05,false
r_000861,t_0261,s_005738,2024-09-02,true
r_000862,t_0262,s_005744,2024-07-25,true
r_000863,t_0262,s_005750,2024-08-02,true
r_000864,t_0262,s_005752,2024-08-02,true
r_000865,t_0262,s_005754,2024-07-20,true
r_000866,t_0263,s_005755,2024-10-20,true
r_000867,t_0263,s_005760,2024-08-28,true
r_000868,t_0263,s_005779,2024-10-22,true
r_000869,t_0263,s_005780,2024-08-23,false
r_000870,t_0263,s_005781,2024-10-04,true
r_000871,t_0264,s_005791,2024-08-09,true
r_000872,t_0264,s_005792,2024-08-24,false
r_000873,t_0264,s_005811,2024-08-14,false
r_000874,t_0264,s_005815,2024-09-02,true
r_000875,t_0265,s_005819,2024-06-23,true
r_000876,t_0266,s_005833,2024-09-04,true
r_000877,t_0266,s_005838,2024-07-31,true
r_000878,t_0267,s_005852,2024-08-20,true
r_000879,t_0267,s_005854,2024-09-01,true
r_000880,t_0267,s_005859,2024-07-24,false
r_000881,t_0268,s_005865,2024-05-29,false
r_000882,t_0269,s_005878,2024-11-25,false
r_000883,t_0269,s_005884,2024-10-25,false
r_000884,t_0269,s_005891,2024-10-13,true
r_000885,t_0269,s_005899,2024-10-11,false
r_000886,t_0269,s_005900,2024-10-11,true
r_000887,t_0270,s_005905,2024-12-11,false
r_000888,t_0270,s_005913,2024-12-31,true
r_000889,t_0270,s_005914,2024-12-31,true
r_000890,t_0270,s_005917,2024-12-31,true
r_000891,t_0270,s_005919,2024-12-21,false
r_000892,t_0270,s_005926,2024-12-17,true
r_000893,t_0271,s_005942,2024-05-06,true
r_000894,t_0271,s_005945,2024-04-16,true
r_000895,t_0272,s_005954,2024-12-31,false
r_000896,t_0272,s_005958,2024-11-28,true
r_000897,t_0273,s_005962,2024-11-30,true
r_000898,t_0273,s_005963,2024-12-14,true
r_000899,t_0273,s_005968,2024-11-08,true
r_000900,t_0273,s_005976,2024-11-03,true
r_000901,t_0273,s_005982,2024-11-09,true
r_000902,t_0273,s_005988,2024-10-22,false
r_000903,t_0274,s_005992,2024-12-06,false
r_000904,t_0274,s_005994,2024-12-10,false
r_000905,t_0274,s_005998,2024-11-20,true
r_000906,t_0275,s_006009,2024-07-22,false
r_000907,t_0275,s_006015,2024-07-27,false
r_000908,t_0275,s_006021,2024-06-16,true
r_000909,t_0276,s_006028,2024-08-04,false
r_000910,t_0276,s_006029,2024-06-14,false
r_000911,t_0277,s_006043,2024-03-21,true
r_000912,t_0278,s_006046,2024-10-27,true
r_000913,t_0278,s_006047,2024-10-16,false
r_000914,t_0278,s_006056,2024-10-30,false
r_000915,t_0278,s_006058,2024-09-28,false
r_000916,t_0278,s_006059,2024-11-12,true
r_000917,t_0279,s_006068,2024-11-23,false
r_000918,t_0279,s_006070,2024-11-07,true
r_000919,t_0279,s_006072,2024-10-24,false
r_000920,t_0279,s_006073,2024-11-10,true
r_000921,t_0279,s_006074,2024-11-28,true
r_000922,t_0280,s_006078,2024-03-24,true
r_000923,t_0280,s_006082,2024-03-20,false
r_000924,t_0280,s_006083,2024-03-03,false
r_000925,t_0281,s_006091,2024-03-31,true
r_000926,t_0281,s_006094,2024-03-06,true
r_000927,t_0281,s_006097,2024-02-22,true
r_000928,t_0281,s_006100,2024-04-06,false
r_000929,t_0282,s_006118,2024-10-12,false
r_000930,t_0283,s_006121,2024-05-31,true
r_000931,t_0283,s_006122,2024-07-09,false
r_000932,t_0283,s_006127,2024-06-21,true
r_000933,t_0283,s_006128,2024-05-26,true
r_000934,t_0283,s_006129,2024-07-04,true
r_000935,t_0283,s_006130,2024-06-16,false
r_000936,t_0283,s_006132,2024-06-20,false
r_000937,t_0283,s_006136,2024-07-10,true
r_000938,t_0283,s_006139,2024-06-24,true
r_000939,t_0283,s_006143,2024-07-26,false
r_000940,t_0284,s_006149,2024-12-31,false
r_000941,t_0284,s_006170,2024-12-20,true
r_000942,t_0285,s_006176,2024-08-16,true
r_000943,t_0285,s_006178,2024-07-31,true
r_000944,t_0285,s_006187,2024-08-05,false
r_000945,t_0285,s_006195,2024-08-23,false
r_000946,t_0286,s_006197,2024-08-19,false
r_000947,t_0286,s_006201,2024-06-29,false
r_000948,t_0286,s_006202,2024-06-29,true
r_000949,t_0286,s_006206,2024-07-15,true
r_000950,t_0286,s_006216,2024-08-07,true
r_000951,t_0286,s_006223,2024-07-01,true
r_000952,t_0287,s_006236,2024-12-16,false
r_000953,t_0287,s_006239,2024-12-31,true
r_000954,t_0288,s_006258,2024-03-24,false
r_000955,t_0288,s_006261,2024-02-25,true
r_000956,t_0288,s_006263,2024-03-02,true
r_000957,t_0288,s_006264,2024-03-19,false
r_000958,t_0288,s_006266,2024-02-25,false
r_000959,t_0288,s_006269,2024-02-28,true
r_000960,t_0288,s_006271,2024-03-09,false
r_000961,t_0288,s_006275,2024-03-27,true
r_000962,t_0288,s_006279,2024-03-09,false
r_000963,t_0289,s_006285,2024-12-31,true
r_000964,t_0289,s_006289,2024-12-10,true
r_000965,t_0289,s_006290,2024-12-11,false
r_000966,t_0289,s_006292,2024-12-31,true
r_000967,t_0289,s_006293,2024-12-22,true
r_000968,t_0289,s_006298,2024-12-31,true
r_000969,t_0289,s_006306,2024-12-31,true
r_000970,t_0289,s_006311,2024-12-20,true
r_000971,t_0290,s_006312,2024-12-31,true
r_000972,t_0290,s_006313,2024-12-31,true
r_000973,t_0290,s_006320,2024-12-25,true
r_000974,t_0291,s_006330,2024-05-20,true
r_000975,t_0291,s_006331,2024-06-05,true
r_000976,t_0292,s_006350,2024-05-03,false
r_000977,t_0292,s_006357,2024-05-04,false
r_000978,t_0292,s_006358,2024-04-14,true
r_000979,t_0292,s_006362,2024-04-01,false
r_000980,t_0293,s_006390,2024-10-03,false
r_000981,t_0293,s_006393,2024-11-22,true
r_000982,t_0293,s_006395,2024-11-06,true
r_000983,t_0294,s_006401,2024-12-26,true
r_000984,t_0294,s_006404,2024-12-28,true
r_000985,t_0294,s_006405,2024-12-31,true
r_000986,t_0294,s_006409,2024-12-27,false
r_000987,t_0294,s_006414,2024-11-13,true
r_000988,t_0294,s_006416,2024-11-21,false
r_000989,t_0295,s_006426,2024-12-31,false
r_000990,t_0295,s_006427,2024-12-31,true
r_000991,t_0295,s_006429,2024-12-31,false
r_000992,t_0295,s_006435,2024-12-31,true
r_000993,t_0295,s_006445,2024-12-31,true
r_000994,t_0296,s_006447,2024-02-21,true
r_000995,t_0296,s_006450,2024-02-23,true
r_000996,t_0296,s_006452,2024-02-27,false
r_000997,t_0296,s_006455,2024-01-25,false
r_000998,t_0297,s_006458,2024-11-14,false
r_000999,t_0297,s_006470,2024-12-05,false
r_001000,t_0297,s_006481,2024-12-31,true
r_001001,t_0298,s_006488,2024-05-30,true
r_001002,t_0298,s_006493,2024-05-11,true
r_001003,t_0298,s_006498,2024-05-08,false
r_001004,t_0299,s_006502,2024-06-09,true
r_001005,t_0299,s_006511,2024-05-18,true
r_001006,t_0299,s_006521,2024-05-21,true
r_001007,t_0299,s_006524,2024-06-05,true
r_001008,t_0299,s_006526,2024-06-04,false
r_001009,t_0299,s_006528,2024-04-24,true
r_001010,t_0300,s_006530,2024-06-02,true
r_001011,t_0300,s_006534,2024-06-05,true
r_001012,t_0300,s_006540,2024-07-04,false
r_001013,t_0300,s_006545,2024-07-12,true
r_001014,t_0301,s_006551,2024-05-22,false
r_001015,t_0303,s_006580,2024-10-26,true
r_001016,t_0303,s_006592,2024-10-24,true
r_001017,t_0303,s_006599,2024-10-04,false
r_001018,t_0303,s_006600,2024-11-05,true
r_001019,t_0304,s_006610,2024-10-14,false
r_001020,t_0304,s_006616,2024-09-26,true
r_001021,t_0304,s_006617,2024-09-29,false
r_001022,t_0305,s_006646,2024-07-12,false
r_001023,t_0305,s_006650,2024-08-28,false
r_001024,t_0306,s_006658,2024-05-10,true
r_001025,t_0306,s_006667,2024-05-17,true
r_001026,t_0307,s_006674,2024-02-27,true
r_001027,t_0307,s_006678,2024-04-15,true
r_001028,t_0307,s_006686,2024-03-25,true
r_001029,t_0307,s_006688,2024-03-30,true
r_001030,t_0307,s_006690,2024-04-05,true
r_001031,t_0308,s_006694,2024-06-17,true
r_001032,t_0308,s_006701,2024-06-11,true
r_001033,t_0308,s_006708,2024-07-25,false
r_001034,t_0308,s_006709,2024-06-03,false
r_001035,t_0308,s_006713,2024-06-27,true
r_001036,t_0309,s_006721,2024-10-16,false
r_001037,t_0309,s_006725,2024-09-03,true
r_001038,t_0309,s_006728,2024-09-27,false
r_001039,t_0309,s_006732,2024-09-12,true
r_001040,t_0309,s_006740,2024-10-25,true
r_001041,t_0310,s_006745,2024-05-08,true
r_001042,t_0310,s_006749,2024-06-06,true
r_001043,t_0310,s_006751,2024-06-19,true
r_001044,t_0310,s_006767,2024-06-06,true
r_001045,t_0311,s_006779,2024-03-21,true
r_001046,t_0311,s_006790,2024-04-26,true
r_001047,t_0311,s_006794,2024-03-29,true
r_001048,t_0311,s_006799,2024-04-18,false
r_001049,t_0311,s_006805,2024-03-16,false
r_001050,t_0312,s_006811,2024-10-03,false
r_001051,t_0312,s_006813,2024-08-23,true
r_001052,t_0312,s_006829,2024-08-05,true
r_001053,t_0313,s_006833,2024-11-05,true
r_001054,t_0313,s_006843,2024-10-28,false
r_001055,t_0314,s_006863,2024-03-31,true
r_001056,t_0315,s_006888,2024-08-20,false
r_001057,t_0316,s_006912,2024-04-03,true
r_001058,t_0317,s_006925,2024-08-16,false
r_001059,t_0317,s_006934,2024-07-24,true
r_001060,t_0318,s_006939,2024-05-11,false
r_001061,t_0318,s_006951,2024-05-17,false
r_001062,t_0319,s_006972,2024-12-14,false
r_001063,t_0320,s_006979,2024-08-05,true
r_001064,t_0320,s_006985,2024-07-22,true
r_001065,t_0320,s_006990,2024-07-31,true
r_001066,t_0320,s_006996,2024-08-27,false
r_001067,t_0320,s_007005,2024-08-08,false
r_001068,t_0321,s_007013,2024-12-31,false
r_001069,t_0321,s_007017,2024-12-25,true
r_001070,t_0321,s_007023,2024-12-29,true
r_001071,t_0321,s_007031,2024-12-31,true
r_001072,t_0321,s_007042,2024-12-31,false
r_001073,t_0322,s_007047,2024-02-20,true
r_001074,t_0322,s_007052,2024-04-04,false
r_001075,t_0322,s_007056,2024-03-15,false
r_001076,t_0322,s_007060,2024-02-20,true
r_001077,t_0323,s_007074,2024-02-21,true
r_001078,t_0323,s_007075,2024-03-21,true
r_001079,t_0324,s_007092,2024-11-03,false
r_001080,t_0325,s_007104,2024-12-11,false
r_001081,t_0325,s_007110,2024-12-31,true
r_001082,t_0326,s_007120,2024-07-02,true
r_001083,t_0326,s_007131,2024-07-23,true
r_001084,t_0326,s_007146,2024-08-12,true
r_001085,t_0326,s_007148,2024-07-11,false
r_001086,t_0327,s_007158,2024-09-21,true
r_001087,t_0327,s_007159,2024-10-08,false
r_001088,t_0327,s_007160,2024-09-07,true
r_001089,t_0328,s_007161,2024-09-27,true
r_001090,t_0328,s_007166,2024-09-25,false
r_001091,t_0328,s_007170,2024-11-09,false
r_001092,t_0328,s_007173,2024-11-07,false
r_001093,t_0329,s_007174,2024-10-04,false
r_001094,t_0329,s_007179,2024-08-12,true
r_001095,t_0329,s_007180,2024-08-25,true
r_001096,t_0329,s_007182,2024-08-12,false
r_001097,t_0329,s_007183,2024-08-06,true
r_001098,t_0329,s_007184,2024-10-04,true
r_001099,t_0329,s_007185,2024-08-09,true
r_001100,t_0329,s_007192,2024-08-13,false
r_001101,t_0330,s_007193,2024-06-27,false
r_001102,t_0330,s_007197,2024-07-29,true
r_001103,t_0330,s_007198,2024-06-24,true
r_001104,t_0330,s_007200,2024-06-16,true
r_001105,t_0331,s_007218,2024-12-14,true
r_001106,t_0331,s_007220,2024-12-19,true
r_001107,t_0331,s_007224,2024-11-14,true
r_001108,t_0332,s_007228,2024-01-30,true
r_001109,t_0332,s_007230,2024-03-01,true
r_001110,t_0332,s_007231,2024-03-06,true
r_001111,t_0332,s_007237,2024-02-02,false
r_001112,t_0332,s_007242,2024-02-21,true
r_001113,t_0332,s_007247,2024-02-25,true
r_001114,t_0332,s_007249,2024-02-18,true
r_001115,t_0332,s_007250,2024-02-09,true
r_001116,t_0332,s_007257,2024-01-30,true
r_001117,t_0333,s_007277,2024-05-27,false
r_001118,t_0333,s_007279,2024-06-22,true
r_001119,t_0333,s_007281,2024-06-09,true
r_001120,t_0334,s_007283,2024-12-18,true
r_001121,t_0334,s_007294,2024-12-02,true
r_001122,t_0334,s_007308,2024-12-17,true
r_001123,t_0335,s_007319,2024-03-20,true
r_001124,t_0335,s_007328,2024-03-29,false
r_001125,t_0335,s_007332,2024-05-13,true
r_001126,t_0336,s_007343,2024-02-06,true
r_001127,t_0336,s_007353,2024-02-20,false
r_001128,t_0336,s_007355,2024-03-05,true
r_001129,t_0336,s_007358,2024-03-11,true
r_001130,t_0337,s_007380,2024-11-29,true
r_001131,t_0337,s_007383,2024-11-02,true
r_001132,t_0337,s_007386,2024-11-03,false
r_001133,t_0337,s_007389,2024-12-14,false
r_001134,t_0338,s_007394,2024-07-24,true
r_001135,t_0339,s_007424,2024-08-27,false
r_001136,t_0340,s_007437,2024-04-08,true
r_001137,t_0340,s_007440,2024-05-24,true
r_001138,t_0341,s_007474,2024-06-07,true
r_001139,t_0341,s_007475,2024-06-25,true
r_001140,t_0341,s_007477,2024-06-29,true
r_001141,t_0341,s_007479,2024-05-22,false
r_001142,t_0341,s_007486,2024-06-25,false
r_001143,t_0342,s_007495,2024-11-03,true
r_001144,t_0343,s_007509,2024-12-31,false
r_001145,t_0343,s_007512,2024-12-31,true
r_001146,t_0343,s_007520,2024-12-31,true
r_001147,t_0344,s_007535,2024-12-31,true
r_001148,t_0344,s_007537,2024-12-31,true
r_001149,t_0344,s_007538,2024-12-31,true
r_001150,t_0344,s_007543,2024-12-31,true
r_001151,t_0344,s_007547,2024-12-31,false
r_001152,t_0344,s_007555,2024-12-31,true
r_001153,t_0345,s_007560,2024-12-31,true
r_001154,t_0345,s_007563,2024-12-31,true
r_001155,t_0345,s_007564,2024-12-31,false
r_001156,t_0345,s_007573,2024-12-31,false
r_001157,t_0346,s_007584,2024-10-18,false
r_001158,t_0346,s_007590,2024-11-05,false
r_001159,t_0346,s_007591,2024-09-23,false
r_001160,t_0346,s_007597,2024-11-05,false
r_001161,t_0346,s_007601,2024-10-03,true
r_001162,t_0346,s_007604,2024-10-11,false
r_001163,t_0346,s_007608,2024-10-04,true
