session_id,therapist_id,session_date,channel,page_views
s_003002,t_0140,2024-11-24,paid_search,5
s_003003,t_0140,2024-10-31,paid_search,6
s_003004,t_0140,2024-11-24,paid_search,2
s_003005,t_0140,2024-11-16,paid_search,2
s_003006,t_0140,2024-11-14,paid_search,4
s_003007,t_0140,2024-11-14,paid_search,4
s_003008,t_0140,2024-12-12,paid_search,5
s_003009,t_0140,2024-11-12,paid_search,4
s_003010,t_0140,2024-12-24,paid_search,2
s_003011,t_0140,2024-11-08,paid_search,2
s_003012,t_0140,2024-10-28,paid_search,2
s_003013,t_0140,2024-12-09,paid_search,4
s_003014,t_0140,2024-11-10,paid_search,4
s_003015,t_0140,2024-11-27,paid_search,4
s_003016,t_0140,2024-12-25,paid_search,6
s_003017,t_0140,2024-11-03,paid_search,5
s_003018,t_0140,2024-11-08,paid_search,4
s_003019,t_0140,2024-12-27,paid_search,5
s_003020,t_0141,2024-04-30,social,4
s_003021,t_0141,2024-04-16,social,2
s_003022,t_0141,2024-05-21,social,2
s_003023,t_0141,2024-05-22,social,6
s_003024,t_0141,2024-05-28,social,3
s_003025,t_0141,2024-04-30,social,4
s_003026,t_0141,2024-05-26,social,4
s_003027,t_0141,2024-05-26,social,6
s_003028,t_0141,2024-05-12,social,6
s_003029,t_0141,2024-05-02,social,3
s_003030,t_0141,2024-05-20,social,4
s_003031,t_0141,2024-04-22,social,6
s_003032,t_0141,2024-05-03,social,2
s_003033,t_0141,2024-06-04,social,2
s_003034,t_0141,2024-04-17,social,6
s_003035,t_0141,2024-04-16,social,2
s_003036,t_0141,2024-05-16,social,3
s_003037,t_0141,2024-04-21,social,5
s_003038,t_0141,2024-06-07,social,2
s_003039,t_0141,2024-04-13,social,6
s_003040,t_0141,2024-05-18,social,4
s_003041,t_0142,2024-11-15,paid_search,5
s_003042,t_0142,2024-11-17,paid_search,3
s_003043,t_0142,2024-11-03,paid_search,3
s_003044,t_0142,2024-10-02,paid_search,3
s_003045,t_0142,2024-10-12,paid_search,5
s_003046,t_0142,2024-11-04,paid_search,4
s_003047,t_0142,2024-11-26,paid_search,6
s_003048,t_0142,2024-10-22,paid_search,4
s_003049,t_0142,2024-10-28,paid_search,2
s_003050,t_0142,2024-11-27,paid_search,5
s_003051,t_0142,2024-10-04,paid_search,5
s_003052,t_0142,2024-10-26,paid_search,6
s_003053,t_0142,2024-11-28,paid_search,6
s_003054,t_0142,2024-11-19,paid_search,2
s_003055,t_0142,2024-10-10,paid_search,6
s_003056,t_0142,2024-10-17,paid_search,3
s_003057,t_0142,2024-10-18,paid_search,2
s_003058,t_0142,2024-11-05,paid_search,2
s_003059,t_0142,2024-11-19,paid_search,3
s_003060,t_0143,2024-12-31,organic,6
s_003061,t_0143,2024-12-31,organic,7
s_003062,t_0143,2024-12-31,organic,7
s_003063,t_0143,2024-12-27,organic,4
s_003064,t_0143,2024-12-31,organic,7
s_003065,t_0143,2024-12-31,organic,7
s_003066,t_0143,2024-12-31,organic,6
s_003067,t_0143,2024-12-31,organic,7
s_003068,t_0143,2024-12-31,organic,4
s_003069,t_0143,2024-12-31,organic,3
s_003070,t_0143,2024-12-31,organic,7
s_003071,t_0143,2024-12-31,organic,7
s_003072,t_0143,2024-12-31,organic,3
s_003073,t_0143,2024-12-31,organic,7
s_003074,t_0143,2024-12-31,organic,7
s_003075,t_0143,2024-12-31,organic,7
s_003076,t_0143,2024-12-31,organic,5
s_003077,t_0143,2024-12-31,organic,4
s_003078,t_0143,2024-12-31,organic,5
s_003079,t_0143,2024-12-31,organic,3
s_003080,t_0143,2024-12-31,organic,4
s_003081,t_0143,2024-12-25,organic,7
s_003082,t_0143,2024-12-31,organic,5
s_003083,t_0143,2024-12-25,organic,4
s_003084,t_0143,2024-12-31,organic,5
s_003085,t_0143,2024-12-31,organic,4
s_003086,t_0143,2024-12-31,organic,3
s_003087,t_0143,2024-12-31,organic,4
s_003088,t_0143,2024-12-31,organic,4
s_003089,t_0143,2024-12-31,organic,3
s_003090,t_0143,2024-12-23,organic,5
s_003091,t_0143,2024-12-31,organic,7
s_003092,t_0143,2024-12-31,organic,5
s_003093,t_0144,2024-03-07,paid_search,6
s_003094,t_0144,2024-01-23,paid_search,3
s_003095,t_0144,2024-02-02,paid_search,6
s_003096,t_0144,2024-01-25,paid_search,4
s_003097,t_0144,2024-01-10,paid_search,2
s_003098,t_0144,2024-02-28,paid_search,4
s_003099,t_0144,2024-01-21,paid_search,4
s_003100,t_0144,2024-01-18,paid_search,4
s_003101,t_0144,2024-01-08,paid_search,6
s_003102,t_0144,2024-02-18,paid_search,6
s_003103,t_0144,2024-01-13,paid_search,5
s_003104,t_0144,2024-03-07,paid_search,4
s_003105,t_0145,2024-03-07,paid_search,6
s_003106,t_0145,2024-03-02,paid_search,3
s_003107,t_0145,2024-03-19,paid_search,5
s_003108,t_0145,2024-02-10,paid_search,4
s_003109,t_0145,2024-02-13,paid_search,3
s_003110,t_0145,2024-03-04,paid_search,5
s_003111,t_0145,2024-02-05,paid_search,5
s_003112,t_0145,2024-02-10,paid_search,5
s_003113,t_0145,2024-02-19,paid_search,3
s_003114,t_0145,2024-03-24,paid_search,5
s_003115,t_0145,2024-02-01,paid_search,5
s_003116,t_0145,2024-02-07,paid_search,5
s_003117,t_0145,2024-02-07,paid_search,3
s_003118,t_0145,2024-02-08,paid_search,6
s_003119,t_0145,2024-02-27,paid_search,3
s_003120,t_0145,2024-03-08,paid_search,4
s_003121,t_0145,2024-01-28,paid_search,4
s_003122,t_0145,2024-02-06,paid_search,3
s_003123,t_0145,2024-03-19,paid_search,5
s_003124,t_0145,2024-03-10,paid_search,6
s_003125,t_0145,2024-02-08,paid_search,2
s_003126,t_0145,2024-02-05,paid_search,2
s_003127,t_0145,2024-02-23,paid_search,3
s_003128,t_0145,2024-02-25,paid_search,5
s_003129,t_0145,2024-02-02,paid_search,6
s_003130,t_0145,2024-02-04,paid_search,2
s_003131,t_0145,2024-03-05,paid_search,2
s_003132,t_0145,2024-02-20,paid_search,5
s_003133,t_0145,2024-01-28,paid_search,2
s_003134,t_0145,2024-03-19,paid_search,2
s_003135,t_0146,2024-09-15,partner,3
s_003136,t_0146,2024-08-01,partner,4
s_003137,t_0146,2024-09-11,partner,3
s_003138,t_0146,2024-08-10,partner,4
s_003139,t_0146,2024-09-22,partner,7
s_003140,t_0146,2024-07-24,partner,3
s_003141,t_0146,2024-09-12,partner,3
s_003142,t_0146,2024-08-27,partner,5
s_003143,t_0146,2024-09-16,partner,3
s_003144,t_0146,2024-08-05,partner,4
s_003145,t_0146,2024-08-23,partner,7
s_003146,t_0146,2024-09-19,partner,6
s_003147,t_0146,2024-09-14,partner,4
s_003148,t_0146,2024-08-12,partner,5
s_003149,t_0146,2024-08-23,partner,4
s_003150,t_0146,2024-08-08,partner,3
s_003151,t_0146,2024-08-27,partner,5
s_003152,t_0146,2024-09-02,partner,7
s_003153,t_0146,2024-07-31,partner,3
s_003154,t_0146,2024-09-14,partner,3
s_003155,t_0146,2024-07-30,partner,7
s_003156,t_0146,2024-08-11,partner,3
s_003157,t_0146,2024-08-25,partner,6
s_003158,t_0146,2024-08-02,partner,3
s_003159,t_0146,2024-09-20,partner,4
s_003160,t_0146,2024-07-25,partner,4
s_003161,t_0146,2024-08-20,partner,6
s_003162,t_0146,2024-08-02,partner,5
s_003163,t_0146,2024-09-03,partner,5
s_003164,t_0146,2024-08-07,partner,6
s_003165,t_0146,2024-09-05,partner,3
s_003166,t_0146,2024-08-24,partner,4
s_003167,t_0146,2024-07-31,partner,4
s_003168,t_0146,2024-07-30,partner,5
s_003169,t_0147,2024-10-19,paid_search,6
s_003170,t_0147,2024-11-05,paid_search,2
s_003171,t_0147,2024-11-07,paid_search,2
s_003172,t_0147,2024-12-11,paid_search,2
s_003173,t_0147,2024-11-22,paid_search,3
s_003174,t_0147,2024-10-26,paid_search,5
s_003175,t_0147,2024-11-17,paid_search,4
s_003176,t_0147,2024-11-22,paid_search,3
s_003177,t_0147,2024-11-27,paid_search,5
s_003178,t_0147,2024-10-24,paid_search,4
s_003179,t_0147,2024-11-23,paid_search,4
s_003180,t_0147,2024-11-06,paid_search,2
s_003181,t_0147,2024-11-01,paid_search,5
s_003182,t_0147,2024-11-26,paid_search,4
s_003183,t_0147,2024-12-13,paid_search,4
s_003184,t_0147,2024-12-05,paid_search,2
s_003185,t_0147,2024-12-04,paid_search,2
s_003186,t_0147,2024-12-09,paid_search,3
s_003187,t_0147,2024-12-03,paid_search,3
s_003188,t_0147,2024-11-04,paid_search,3
s_003189,t_0147,2024-11-08,paid_search,5
s_003190,t_0148,2024-09-20,paid_search,5
s_003191,t_0148,2024-09-22,paid_search,2
s_003192,t_0148,2024-08-08,paid_search,6
s_003193,t_0148,2024-08-28,paid_search,4
s_003194,t_0148,2024-08-10,paid_search,2
s_003195,t_0148,2024-08-21,paid_search,3
s_003196,t_0148,2024-08-12,paid_search,5
s_003197,t_0148,2024-08-23,paid_search,4
s_003198,t_0148,2024-09-01,paid_search,5
s_003199,t_0148,2024-08-31,paid_search,5
s_003200,t_0148,2024-09-08,paid_search,4
s_003201,t_0148,2024-08-09,paid_search,3
s_003202,t_0148,2024-08-25,paid_search,5
s_003203,t_0148,2024-09-05,paid_search,5
s_003204,t_0148,2024-09-04,paid_search,6
s_003205,t_0148,2024-09-01,paid_search,6
s_003206,t_0148,2024-09-04,paid_search,3
s_003207,t_0148,2024-08-25,paid_search,2
s_003208,t_0148,2024-09-07,paid_search,5
s_003209,t_0148,2024-09-03,paid_search,6
s_003210,t_0148,2024-09-19,paid_search,3
s_003211,t_0148,2024-09-14,paid_search,2
s_003212,t_0148,2024-08-16,paid_search,4
s_003213,t_0148,2024-08-01,paid_search,3
s_003214,t_0148,2024-09-24,paid_search,2
s_003215,t_0148,2024-08-24,paid_search,6
s_003216,t_0148,2024-08-31,paid_search,3
s_003217,t_0148,2024-09-28,paid_search,2
s_003218,t_0148,2024-08-04,paid_search,4
s_003219,t_0148,2024-08-24,paid_search,3
s_003220,t_0148,2024-08-19,paid_search,5
s_003221,t_0148,2024-08-10,paid_search,6
s_003222,t_0148,2024-09-29,paid_search,5
s_003223,t_0149,2024-07-26,referral,4
s_003224,t_0149,2024-07-16,referral,4
s_003225,t_0149,2024-07-20,referral,4
s_003226,t_0149,2024-08-06,referral,3
s_003227,t_0149,2024-08-26,referral,6
s_003228,t_0149,2024-08-05,referral,3
s_003229,t_0149,2024-08-26,referral,3
s_003230,t_0149,2024-08-24,referral,7
s_003231,t_0149,2024-07-17,referral,6
s_003232,t_0149,2024-09-04,referral,7
s_003233,t_0149,2024-09-06,referral,4
s_003234,t_0149,2024-07-14,referral,4
s_003235,t_0149,2024-08-05,referral,4
s_003236,t_0149,2024-07-18,referral,4
s_003237,t_0149,2024-07-17,referral,3
s_003238,t_0149,2024-08-18,referral,6
s_003239,t_0149,2024-07-22,referral,4
s_003240,t_0150,2024-07-22,social,3
s_003241,t_0150,2024-07-22,social,6
s_003242,t_0150,2024-07-19,social,4
s_003243,t_0150,2024-07-05,social,5
s_003244,t_0150,2024-07-21,social,4
s_003245,t_0150,2024-07-03,social,2
s_003246,t_0150,2024-06-23,social,2
s_003247,t_0150,2024-06-14,social,2
s_003248,t_0150,2024-07-31,social,2
s_003249,t_0150,2024-07-13,social,3
s_003250,t_0150,2024-07-07,social,3
s_003251,t_0150,2024-06-05,social,5
s_003252,t_0150,2024-07-28,social,5
s_003253,t_0150,2024-07-18,social,5
s_003254,t_0150,2024-07-10,social,4
s_003255,t_0150,2024-08-02,social,6
s_003256,t_0150,2024-07-07,social,4
s_003257,t_0150,2024-07-20,social,3
s_003258,t_0150,2024-07-02,social,3
s_003259,t_0150,2024-06-22,social,2
s_003260,t_0150,2024-07-08,social,5
s_003261,t_0150,2024-08-04,social,3
s_003262,t_0150,2024-07-22,social,3
s_003263,t_0150,2024-06-30,social,6
s_003264,t_0150,2024-06-08,social,3
s_003265,t_0151,2024-04-27,social,6
s_003266,t_0151,2024-05-24,social,2
s_003267,t_0151,2024-06-07,social,5
s_003268,t_0151,2024-05-16,social,4
s_003269,t_0151,2024-05-27,social,5
s_003270,t_0151,2024-06-07,social,5
s_003271,t_0151,2024-04-26,social,2
s_003272,t_0151,2024-06-06,social,4
s_003273,t_0151,2024-05-27,social,5
s_003274,t_0151,2024-04-28,social,4
s_003275,t_0151,2024-04-22,social,2
s_003276,t_0151,2024-04-20,social,4
s_003277,t_0151,2024-05-24,social,4
s_003278,t_0151,2024-04-17,social,3
s_003279,t_0151,2024-05-04,social,3
s_003280,t_0151,2024-05-20,social,2
s_003281,t_0151,2024-04-20,social,3
s_003282,t_0151,2024-05-24,social,2
s_003283,t_0151,2024-06-03,social,4
s_003284,t_0151,2024-04-28,social,6
s_003285,t_0151,2024-04-28,social,2
s_003286,t_0151,2024-05-01,social,4
s_003287,t_0152,2024-05-04,paid_search,6
s_003288,t_0152,2024-03-31,paid_search,6
s_003289,t_0152,2024-05-18,paid_search,5
s_003290,t_0152,2024-03-31,paid_search,2
s_003291,t_0152,2024-04-18,paid_search,2
s_003292,t_0152,2024-05-28,paid_search,4
s_003293,t_0152,2024-03-29,paid_search,4
s_003294,t_0152,2024-05-16,paid_search,4
s_003295,t_0152,2024-04-23,paid_search,6
s_003296,t_0152,2024-04-10,paid_search,4
s_003297,t_0152,2024-05-16,paid_search,5
s_003298,t_0152,2024-05-14,paid_search,4
s_003299,t_0153,2024-12-14,organic,3
s_003300,t_0153,2024-11-21,organic,6
s_003301,t_0153,2024-12-27,organic,7
s_003302,t_0153,2024-11-06,organic,7
s_003303,t_0153,2024-12-21,organic,4
s_003304,t_0153,2024-11-01,organic,7
s_003305,t_0153,2024-12-20,organic,6
s_003306,t_0153,2024-11-30,organic,7
s_003307,t_0153,2024-12-25,organic,3
s_003308,t_0153,2024-11-18,organic,4
s_003309,t_0153,2024-11-09,organic,6
s_003310,t_0153,2024-11-05,organic,3
s_003311,t_0153,2024-12-30,organic,4
s_003312,t_0153,2024-12-26,organic,4
s_003313,t_0154,2024-12-31,referral,4
s_003314,t_0154,2024-12-31,referral,4
s_003315,t_0154,2024-12-31,referral,7
s_003316,t_0154,2024-12-31,referral,7
s_003317,t_0154,2024-12-31,referral,7
s_003318,t_0154,2024-12-31,referral,5
s_003319,t_0154,2024-12-31,referral,4
s_003320,t_0154,2024-12-31,referral,5
s_003321,t_0154,2024-12-31,referral,7
s_003322,t_0154,2024-12-31,referral,6
s_003323,t_0154,2024-12-27,referral,6
s_003324,t_0154,2024-12-31,referral,4
s_003325,t_0154,2024-12-31,referral,7
s_003326,t_0154,2024-12-29,referral,4
s_003327,t_0154,2024-12-31,referral,6
s_003328,t_0154,2024-12-31,referral,3
s_003329,t_0154,2024-12-31,referral,5
s_003330,t_0154,2024-12-31,referral,3
s_003331,t_0154,2024-12-31,referral,3
s_003332,t_0154,2024-12-31,referral,5
s_003333,t_0154,2024-12-31,referral,5
s_003334,t_0154,2024-12-31,referral,3
s_003335,t_0154,2024-12-31,referral,7
s_003336,t_0154,2024-12-31,referral,5
s_003337,t_0154,2024-12-30,referral,3
s_003338,t_0154,2024-12-31,referral,6
s_003339,t_0154,2024-12-31,referral,6
s_003340,t_0154,2024-12-31,referral,6
s_003341,t_0154,2024-12-31,referral,4
s_003342,t_0154,2024-12-31,referral,3
s_003343,t_0154,2024-12-31,referral,6
s_003344,t_0154,2024-12-27,referral,5
s_003345,t_0154,2024-12-31,referral,5
s_003346,t_0154,2024-12-31,referral,6
s_003347,t_0154,2024-12-31,referral,7
s_003348,t_0155,2024-11-24,partner,6
s_003349,t_0155,2024-12-09,partner,7
s_003350,t_0155,2024-12-31,partner,7
s_003351,t_0155,2024-12-31,partner,5
s_003352,t_0155,2024-12-09,partner,3
s_003353,t_0155,2024-12-29,partner,6
s_003354,t_0155,2024-12-18,partner,6
s_003355,t_0155,2024-12-02,partner,3
s_003356,t_0155,2024-12-25,partner,3
s_003357,t_0155,2024-12-31,partner,4
s_003358,t_0155,2024-12-30,partner,7
s_003359,t_0155,2024-11-16,partner,4
s_003360,t_0155,2024-12-31,partner,3
s_003361,t_0155,2024-12-04,partner,6
s_003362,t_0155,2024-11-26,partner,7
s_003363,t_0155,2024-12-11,partner,3
s_003364,t_0155,2024-11-30,partner,6
s_003365,t_0155,2024-12-31,partner,6
s_003366,t_0155,2024-12-28,partner,3
s_003367,t_0155,2024-12-08,partner,6
s_003368,t_0155,2024-12-15,partner,7
s_003369,t_0155,2024-12-31,partner,6
s_003370,t_0155,2024-11-22,partner,3
s_003371,t_0155,2024-11-27,partner,3
s_003372,t_0155,2024-12-31,partner,6
s_003373,t_0155,2024-12-31,partner,6
s_003374,t_0155,2024-11-28,partner,6
s_003375,t_0155,2024-12-07,partner,3
s_003376,t_0155,2024-12-06,partner,5
s_003377,t_0155,2024-12-24,partner,6
s_003378,t_0155,2024-11-29,partner,6
s_003379,t_0156,2024-10-22,organic,6
s_003380,t_0156,2024-10-07,organic,7
s_003381,t_0156,2024-10-14,organic,6
s_003382,t_0156,2024-10-14,organic,4
s_003383,t_0156,2024-10-25,organic,7
s_003384,t_0156,2024-10-07,organic,7
s_003385,t_0156,2024-11-23,organic,6
s_003386,t_0156,2024-10-08,organic,5
s_003387,t_0156,2024-11-24,organic,6
s_003388,t_0156,2024-11-04,organic,4
s_003389,t_0156,2024-10-08,organic,4
s_003390,t_0156,2024-11-29,organic,3
s_003391,t_0156,2024-12-04,organic,6
s_003392,t_0157,2024-02-22,partner,4
s_003393,t_0157,2024-02-11,partner,4
s_003394,t_0157,2024-02-10,partner,5
s_003395,t_0157,2024-03-02,partner,3
s_003396,t_0157,2024-02-25,partner,6
s_003397,t_0157,2024-04-01,partner,6
s_003398,t_0157,2024-03-10,partner,4
s_003399,t_0157,2024-03-19,partner,5
s_003400,t_0157,2024-02-17,partner,3
s_003401,t_0157,2024-02-11,partner,6
s_003402,t_0157,2024-02-27,partner,5
s_003403,t_0157,2024-02-16,partner,4
s_003404,t_0157,2024-02-28,partner,6
s_003405,t_0157,2024-03-07,partner,6
s_003406,t_0157,2024-03-11,partner,4
s_003407,t_0157,2024-03-21,partner,6
s_003408,t_0157,2024-02-28,partner,7
s_003409,t_0157,2024-03-01,partner,3
s_003410,t_0158,2024-12-07,referral,7
s_003411,t_0158,2024-10-30,referral,3
s_003412,t_0158,2024-12-03,referral,7
s_003413,t_0158,2024-11-26,referral,4
s_003414,t_0158,2024-11-07,referral,5
s_003415,t_0158,2024-10-18,referral,4
s_003416,t_0158,2024-12-14,referral,6
s_003417,t_0158,2024-12-16,referral,4
s_003418,t_0158,2024-11-18,referral,5
s_003419,t_0158,2024-10-25,referral,6
s_003420,t_0158,2024-11-03,referral,7
s_003421,t_0158,2024-12-03,referral,3
s_003422,t_0158,2024-11-15,referral,4
s_003423,t_0158,2024-11-27,referral,6
s_003424,t_0158,2024-11-27,referral,7
s_003425,t_0158,2024-10-24,referral,3
s_003426,t_0158,2024-10-31,referral,4
s_003427,t_0158,2024-11-13,referral,7
s_003428,t_0158,2024-12-06,referral,4
s_003429,t_0158,2024-11-25,referral,6
s_003430,t_0158,2024-10-31,referral,5
s_003431,t_0158,2024-10-31,referral,4
s_003432,t_0158,2024-11-30,referral,7
s_003433,t_0158,2024-10-18,referral,5
s_003434,t_0158,2024-12-09,referral,5
s_003435,t_0158,2024-10-19,referral,5
s_003436,t_0158,2024-12-14,referral,5
s_003437,t_0159,2024-12-31,referral,3
s_003438,t_0159,2024-12-31,referral,6
s_003439,t_0159,2024-12-31,referral,6
s_003440,t_0159,2024-12-31,referral,6
s_003441,t_0159,2024-12-31,referral,5
s_003442,t_0159,2024-12-31,referral,7
s_003443,t_0159,2024-12-31,referral,7
s_003444,t_0159,2024-12-31,referral,5
s_003445,t_0159,2024-12-31,referral,4
s_003446,t_0159,2024-12-31,referral,6
s_003447,t_0159,2024-12-31,referral,4
s_003448,t_0159,2024-12-31,referral,7
s_003449,t_0159,2024-12-31,referral,7
s_003450,t_0159,2024-12-31,referral,6
s_003451,t_0159,2024-12-31,referral,6
s_003452,t_0159,2024-12-31,referral,5
s_003453,t_0159,2024-12-31,referral,7
s_003454,t_0159,2024-12-31,referral,3
s_003455,t_0159,2024-12-29,referral,3
s_003456,t_0159,2024-12-29,referral,3
s_003457,t_0159,2024-12-31,referral,6
s_003458,t_0159,2024-12-30,referral,6
s_003459,t_0159,2024-12-31,referral,7
s_003460,t_0159,2024-12-31,referral,7
s_003461,t_0159,2024-12-30,referral,6
s_003462,t_0159,2024-12-31,referral,7
s_003463,t_0160,2024-02-13,organic,5
s_003464,t_0160,2024-04-05,organic,6
s_003465,t_0160,2024-02-24,organic,4
s_003466,t_0160,2024-03-31,organic,6
s_003467,t_0160,2024-03-17,organic,6
s_003468,t_0160,2024-02-18,organic,4
s_003469,t_0160,2024-04-05,organic,6
s_003470,t_0160,2024-04-11,organic,3
s_003471,t_0160,2024-03-04,organic,6
s_003472,t_0160,2024-03-08,organic,6
s_003473,t_0160,2024-02-11,organic,5
s_003474,t_0160,2024-04-01,organic,4
s_003475,t_0160,2024-03-14,organic,5
s_003476,t_0160,2024-02-28,organic,5
s_003477,t_0160,2024-03-01,organic,6
s_003478,t_0160,2024-03-25,organic,4
s_003479,t_0160,2024-02-11,organic,6
s_003480,t_0160,2024-02-13,organic,3
s_003481,t_0160,2024-02-12,organic,4
s_003482,t_0160,2024-04-01,organic,5
s_003483,t_0160,2024-04-04,organic,7
s_003484,t_0160,2024-04-03,organic,7
s_003485,t_0160,2024-03-02,organic,5
s_003486,t_0160,2024-02-21,organic,7
s_003487,t_0160,2024-03-09,organic,4
s_003488,t_0160,2024-03-17,organic,6
s_003489,t_0160,2024-02-23,organic,7
s_003490,t_0160,2024-03-23,organic,6
s_003491,t_0160,2024-04-04,organic,3
s_003492,t_0160,2024-04-02,organic,7
s_003493,t_0160,2024-03-09,organic,4
s_003494,t_0160,2024-04-11,organic,6
s_003495,t_0160,2024-03-28,organic,4
s_003496,t_0160,2024-03-07,organic,5
s_003497,t_0160,2024-03-15,organic,4
s_003498,t_0161,2024-01-28,organic,3
s_003499,t_0161,2024-02-28,organic,4
s_003500,t_0161,2024-02-15,organic,3
s_003501,t_0161,2024-02-23,organic,7
s_003502,t_0161,2024-03-04,organic,6
s_003503,t_0161,2024-03-07,organic,5
s_003504,t_0161,2024-03-07,organic,7
s_003505,t_0161,2024-01-24,organic,5
s_003506,t_0161,2024-01-27,organic,3
s_003507,t_0161,2024-01-19,organic,3
s_003508,t_0161,2024-02-10,organic,3
s_003509,t_0161,2024-02-23,organic,7
s_003510,t_0161,2024-01-23,organic,3
s_003511,t_0161,2024-02-22,organic,7
s_003512,t_0161,2024-03-12,organic,3
s_003513,t_0161,2024-02-19,organic,6
s_003514,t_0161,2024-01-15,organic,4
s_003515,t_0161,2024-02-12,organic,5
s_003516,t_0161,2024-01-25,organic,4
s_003517,t_0161,2024-02-24,organic,4
s_003518,t_0161,2024-02-02,organic,4
s_003519,t_0161,2024-02-17,organic,4
s_003520,t_0161,2024-02-29,organic,6
s_003521,t_0162,2024-01-27,organic,3
s_003522,t_0162,2024-01-28,organic,3
s_003523,t_0162,2024-03-10,organic,4
s_003524,t_0162,2024-02-20,organic,3
s_003525,t_0162,2024-02-20,organic,7
s_003526,t_0162,2024-03-06,organic,3
s_003527,t_0162,2024-01-18,organic,6
s_003528,t_0162,2024-03-10,organic,7
s_003529,t_0162,2024-01-18,organic,3
s_003530,t_0162,2024-01-20,organic,5
s_003531,t_0162,2024-01-27,organic,4
s_003532,t_0162,2024-01-16,organic,3
s_003533,t_0162,2024-02-11,organic,5
s_003534,t_0162,2024-03-09,organic,4
s_003535,t_0162,2024-02-05,organic,3
s_003536,t_0162,2024-02-11,organic,3
s_003537,t_0162,2024-02-06,organic,3
s_003538,t_0162,2024-02-11,organic,3
s_003539,t_0162,2024-01-24,organic,6
s_003540,t_0162,2024-02-04,organic,5
s_003541,t_0162,2024-02-20,organic,6
s_003542,t_0162,2024-03-02,organic,4
s_003543,t_0162,2024-01-22,organic,5
s_003544,t_0162,2024-01-11,organic,4
s_003545,t_0162,2024-02-22,organic,7
s_003546,t_0162,2024-02-20,organic,7
s_003547,t_0162,2024-03-05,organic,3
s_003548,t_0162,2024-01-18,organic,5
s_003549,t_0162,2024-02-02,organic,6
s_003550,t_0162,2024-02-19,organic,7
s_003551,t_0162,2024-02-14,organic,3
s_003552,t_0162,2024-01-21,organic,7
s_003553,t_0162,2024-02-27,organic,5
s_003554,t_0162,2024-03-10,organic,3
s_003555,t_0163,2024-05-07,organic,3
s_003556,t_0163,2024-05-03,organic,3
s_003557,t_0163,2024-05-02,organic,7
s_003558,t_0163,2024-05-17,organic,4
s_003559,t_0163,2024-04-12,organic,5
s_003560,t_0163,2024-04-06,organic,4
s_003561,t_0163,2024-03-31,organic,5
s_003562,t_0163,2024-04-07,organic,4
s_003563,t_0163,2024-04-04,organic,4
s_003564,t_0163,2024-04-16,organic,5
s_003565,t_0163,2024-04-29,organic,4
s_003566,t_0163,2024-04-04,organic,5
s_003567,t_0163,2024-05-14,organic,7
s_003568,t_0163,2024-05-10,organic,5
s_003569,t_0163,2024-04-28,organic,6
s_003570,t_0163,2024-04-26,organic,7
s_003571,t_0164,2024-12-24,paid_search,3
s_003572,t_0164,2024-11-11,paid_search,3
s_003573,t_0164,2024-11-07,paid_search,4
s_003574,t_0164,2024-11-20,paid_search,2
s_003575,t_0164,2024-12-02,paid_search,6
s_003576,t_0164,2024-11-14,paid_search,3
s_003577,t_0164,2024-12-15,paid_search,3
s_003578,t_0164,2024-12-11,paid_search,5
s_003579,t_0164,2024-11-22,paid_search,5
s_003580,t_0164,2024-11-22,paid_search,6
s_003581,t_0164,2024-12-12,paid_search,4
s_003582,t_0164,2024-12-17,paid_search,4
s_003583,t_0164,2024-12-04,paid_search,2
s_003584,t_0164,2024-12-03,paid_search,5
s_003585,t_0164,2024-11-22,paid_search,3
s_003586,t_0164,2024-12-01,paid_search,4
s_003587,t_0164,2024-11-18,paid_search,2
s_003588,t_0164,2024-11-23,paid_search,3
s_003589,t_0164,2024-12-21,paid_search,2
s_003590,t_0164,2024-11-27,paid_search,4
s_003591,t_0164,2024-12-02,paid_search,5
s_003592,t_0164,2024-11-13,paid_search,6
s_003593,t_0165,2024-09-26,organic,7
s_003594,t_0165,2024-08-19,organic,6
s_003595,t_0165,2024-07-29,organic,3
s_003596,t_0165,2024-08-08,organic,5
s_003597,t_0165,2024-08-24,organic,4
s_003598,t_0165,2024-08-19,organic,4
s_003599,t_0165,2024-08-01,organic,4
s_003600,t_0165,2024-09-08,organic,5
s_003601,t_0165,2024-08-20,organic,4
s_003602,t_0165,2024-09-15,organic,5
s_003603,t_0165,2024-08-04,organic,3
s_003604,t_0165,2024-08-17,organic,3
s_003605,t_0165,2024-09-11,organic,5
s_003606,t_0165,2024-08-10,organic,6
s_003607,t_0165,2024-09-02,organic,5
s_003608,t_0165,2024-09-23,organic,4
s_003609,t_0165,2024-09-01,organic,3
s_003610,t_0165,2024-08-21,organic,5
s_003611,t_0165,2024-09-04,organic,4
s_003612,t_0165,2024-08-30,organic,4
s_003613,t_0165,2024-08-03,organic,7
s_003614,t_0165,2024-08-14,organic,7
s_003615,t_0165,2024-09-26,organic,3
s_003616,t_0165,2024-09-02,organic,6
s_003617,t_0165,2024-09-09,organic,6
s_003618,t_0165,2024-08-17,organic,5
s_003619,t_0165,2024-08-09,organic,4
s_003620,t_0165,2024-07-31,organic,6
s_003621,t_0165,2024-08-28,organic,3
s_003622,t_0165,2024-08-14,organic,6
s_003623,t_0166,2024-12-28,paid_search,5
s_003624,t_0166,2024-12-31,paid_search,6
